ID,SCHOOL,DISTRICT,URBAN,FIRSTSUS,MALE,RACE,POVERTY,SPED,GRADE,enrolldate,exitdate,MONTH,GRADE7,GRADE8,INCIDENT,INC2,SCHLINC,SCHLENR,SCHLEXIT,SCHINC,SCHENRL,SCHEXIT,QUARTER,_st,_d,_t,_t0
2282,7469,5621,0,0,0,5,0,0,7,18141,18430,NA,1,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
10928,7208,4144,0,0,0,5,0,0,7,18141,18430,NA,1,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
1590,6889,3332,0,0,1,3,0,0,8,18141,18430,NA,0,1,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
5605,7581,5901,0,0,1,5,0,0,6,18141,18430,NA,0,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
3327,6938,3549,0,0,1,2,1,1,6,18141,18430,NA,0,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
5817,39605,5656,0,0,0,3,0,0,8,18141,18424,NA,0,1,20000,2014-10-04,181,1,283,NA,1,179,NA,1,0,180,0
12174,7208,4144,0,0,1,5,0,0,7,18141,18430,NA,1,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
4644,6858,3381,0,0,0,5,0,0,6,18141,18430,NA,0,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
237,30748,3549,0,0,1,5,0,0,6,18141,18430,NA,0,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
10793,39605,5656,0,0,0,5,0,0,7,18141,18424,NA,1,0,20000,2014-10-04,181,1,283,NA,1,179,NA,1,0,180,0
1035,8684,3269,1,0,0,5,0,0,7,18141,18430,NA,1,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
6513,6858,3381,0,0,0,5,1,0,8,18141,18421,NA,0,1,20000,2014-10-04,181,1,280,NA,1,176,NA,1,0,180,0
9179,39605,5656,0,0,1,3,1,0,7,18141,18424,NA,1,0,20000,2014-10-04,181,1,283,NA,1,179,NA,1,0,180,0
12479,7736,3269,1,0,1,1,0,0,8,18141,18424,NA,0,1,20000,2014-10-04,181,1,283,NA,1,179,NA,1,0,180,0
10894,7208,4144,0,0,0,5,0,0,7,18141,18430,NA,1,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
11587,6232,896,0,0,0,5,0,0,8,18141,18417,NA,0,1,20000,2014-10-04,181,1,276,NA,1,174,NA,1,0,180,0
8484,8684,3269,1,0,1,5,0,1,7,18141,18430,NA,1,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
3620,30748,3549,0,0,0,5,0,0,6,18141,18430,NA,0,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
4629,6858,3381,0,0,1,5,0,0,6,18141,18430,NA,0,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
4585,7644,6181,0,0,0,5,0,0,7,18141,18430,NA,1,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
12004,7469,5621,0,0,0,5,0,0,7,18141,18430,NA,1,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
6153,8635,3675,0,0,1,1,1,1,8,18141,18423,NA,0,1,20000,2014-10-04,181,1,282,NA,1,178,NA,1,0,180,0
1585,6889,3332,0,0,0,5,0,0,8,18141,18430,NA,0,1,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
1115,7873,3269,1,0,0,2,0,0,6,18141,18430,NA,0,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
12358,7874,3269,1,0,1,5,0,0,8,18141,18424,NA,0,1,20000,2014-10-04,181,1,283,NA,1,179,NA,1,0,180,0
10943,7208,4144,0,0,0,1,0,0,8,18141,18424,NA,0,1,20000,2014-10-04,181,1,283,NA,1,179,NA,1,0,180,0
7036,8684,3269,1,0,1,5,0,0,7,18141,18430,NA,1,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
8553,8684,3269,1,0,0,5,0,0,7,18141,18430,NA,1,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
5772,39605,5656,0,0,1,1,0,0,8,18141,18424,NA,0,1,20000,2014-10-04,181,1,283,NA,1,179,NA,1,0,180,0
1403,6361,1316,0,0,1,5,0,0,8,18141,18430,NA,0,1,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
64,7469,5621,0,0,0,5,0,0,6,18141,18430,NA,0,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
3677,6938,3549,0,0,1,5,0,0,8,18141,18424,NA,0,1,20000,2014-10-04,181,1,283,NA,1,179,NA,1,0,180,0
437,7581,5901,0,0,1,5,0,0,7,18141,18430,NA,1,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
6582,6858,3381,0,0,0,5,0,0,7,18141,18430,NA,1,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
9424,6858,3381,0,0,1,5,0,0,6,18141,18430,NA,0,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
6260,39604,5656,0,0,1,5,1,0,6,18141,18430,NA,0,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
4824,7581,5901,0,0,1,5,0,0,6,18141,18430,NA,0,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
6340,39605,5656,0,0,1,3,1,0,7,18141,18424,NA,1,0,20000,2014-10-04,181,1,283,NA,1,179,NA,1,0,180,0
2431,8635,3675,0,0,1,5,0,0,6,18141,18430,NA,0,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
7183,7736,3269,1,0,0,3,1,0,8,18141,18424,NA,0,1,20000,2014-10-04,181,1,283,NA,1,179,NA,1,0,180,0
7924,7981,3269,1,0,0,5,0,0,7,18141,18430,NA,1,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
248,6938,3549,0,0,1,2,0,0,7,18141,18430,NA,1,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
5041,30738,5901,0,0,0,5,0,0,7,18141,18430,NA,1,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
4764,5995,350,0,0,1,5,0,0,8,18141,18424,NA,0,1,20000,2014-10-04,181,1,283,NA,1,179,NA,1,0,180,0
4385,7644,6181,0,0,1,5,0,0,7,18141,18430,NA,1,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
6063,39605,5656,0,0,1,5,0,0,6,18141,18430,NA,0,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
9845,7981,3269,1,0,0,5,0,0,8,18141,18424,NA,0,1,20000,2014-10-04,181,1,283,NA,1,179,NA,1,0,180,0
12963,7873,3269,1,0,1,5,0,0,7,18141,18430,NA,1,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
1626,6938,3549,0,0,1,5,0,0,7,18141,18430,NA,1,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
11443,8684,3269,1,0,1,1,0,0,8,18141,18424,NA,0,1,20000,2014-10-04,181,1,283,NA,1,179,NA,1,0,180,0
5073,30738,5901,0,0,1,5,0,0,8,18141,18429,NA,0,1,20000,2014-10-04,181,1,288,NA,1,180,NA,1,0,180,0
3782,30748,3549,0,0,1,5,0,0,8,18141,18424,NA,0,1,20000,2014-10-04,181,1,283,NA,1,179,NA,1,0,180,0
3933,30748,3549,0,0,0,2,0,0,6,18141,18430,NA,0,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
9987,7126,3794,0,0,1,5,0,0,6,18141,18423,NA,0,0,20000,2014-10-04,181,1,282,NA,1,178,NA,1,0,180,0
10847,8448,3269,1,0,0,4,1,0,6,18141,18430,NA,0,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
5799,39605,5656,0,0,0,5,0,0,8,18141,18424,NA,0,1,20000,2014-10-04,181,1,283,NA,1,179,NA,1,0,180,0
7896,7981,3269,1,0,1,5,0,0,7,18141,18430,NA,1,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
3812,30748,3549,0,0,1,5,0,0,8,18141,18424,NA,0,1,20000,2014-10-04,181,1,283,NA,1,179,NA,1,0,180,0
6417,39605,5656,0,0,0,5,0,0,7,18141,18424,NA,1,0,20000,2014-10-04,181,1,283,NA,1,179,NA,1,0,180,0
8530,8684,3269,1,0,0,5,0,0,7,18141,18430,NA,1,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
7612,8631,3269,1,0,1,1,1,0,6,18141,18430,NA,0,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
9295,8448,3269,1,0,0,5,0,1,8,18141,18424,NA,0,1,20000,2014-10-04,181,1,283,NA,1,179,NA,1,0,180,0
6216,39604,5656,0,0,1,5,0,0,7,18141,18424,NA,1,0,20000,2014-10-04,181,1,283,NA,1,179,NA,1,0,180,0
5298,30739,5901,0,0,1,5,0,0,7,18141,18430,NA,1,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
1549,7981,3269,1,0,0,5,1,0,7,18141,18430,NA,1,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
9571,7873,3269,1,0,0,5,0,0,7,18141,18430,NA,1,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
6427,39604,5656,0,0,1,5,1,0,7,18141,18424,NA,1,0,20000,2014-10-04,181,1,283,NA,1,179,NA,1,0,180,0
7165,7644,6181,0,0,1,5,0,0,8,18141,18424,NA,0,1,20000,2014-10-04,181,1,283,NA,1,179,NA,1,0,180,0
11251,26957,469,0,0,0,5,0,0,7,18141,18430,NA,1,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
2386,8635,3675,0,0,0,5,0,0,6,18141,18430,NA,0,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
11717,6889,3332,0,0,1,5,0,0,8,18141,18430,NA,0,1,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
6065,39604,5656,0,0,0,5,0,0,6,18141,18430,NA,0,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
3354,6938,3549,0,0,1,5,0,0,8,18141,18424,NA,0,1,20000,2014-10-04,181,1,283,NA,1,179,NA,1,0,180,0
12155,6938,3549,0,0,1,5,0,0,6,18141,18430,NA,0,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
8656,6342,1309,0,0,1,5,0,0,7,18141,18430,NA,1,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
3440,6938,3549,0,0,1,5,0,1,7,18141,18430,NA,1,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
7728,7874,3269,1,0,0,3,1,0,7,18141,18430,NA,1,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
889,8631,3269,1,0,0,2,0,0,7,18141,18430,NA,1,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
11055,7208,4144,0,0,0,5,0,0,8,18141,18424,NA,0,1,20000,2014-10-04,181,1,283,NA,1,179,NA,1,0,180,0
2326,39605,5656,0,0,1,5,0,0,6,18141,18430,NA,0,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
9344,8448,3269,1,0,1,5,0,0,6,18141,18430,NA,0,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
4572,6938,3549,0,0,1,5,0,0,7,18141,18430,NA,1,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
189,6938,3549,0,0,1,5,0,0,6,18141,18430,NA,0,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
7739,8631,3269,1,0,1,5,0,0,6,18141,18430,NA,0,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
10091,6361,1316,0,0,0,5,1,0,6,18141,18430,NA,0,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
4336,7644,6181,0,0,1,5,0,0,8,18141,18424,NA,0,1,20000,2014-10-04,181,1,283,NA,1,179,NA,1,0,180,0
4527,7644,6181,0,0,0,5,0,0,7,18141,18430,NA,1,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
3021,7469,5621,0,0,0,5,0,0,7,18141,18430,NA,1,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
12976,8444,3269,1,0,0,1,0,0,6,18141,18430,NA,0,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
7203,7973,3269,1,0,0,1,1,0,6,18141,18430,NA,0,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
12276,5995,350,0,0,1,5,0,0,8,18141,18424,NA,0,1,20000,2014-10-04,181,1,283,NA,1,179,NA,1,0,180,0
4789,7208,4144,0,0,1,5,1,0,8,18141,18424,NA,0,1,20000,2014-10-04,181,1,283,NA,1,179,NA,1,0,180,0
2713,7208,4144,0,0,1,5,1,0,7,18141,18430,NA,1,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
3212,7469,5621,0,0,0,5,0,0,7,18141,18430,NA,1,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
12054,6342,1309,0,0,0,5,0,0,8,18141,18417,NA,0,1,20000,2014-10-04,181,1,276,NA,1,174,NA,1,0,180,0
8770,8444,3269,1,0,1,5,0,0,6,18141,18430,NA,0,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
6409,39604,5656,0,0,0,5,1,0,7,18141,18424,NA,1,0,20000,2014-10-04,181,1,283,NA,1,179,NA,1,0,180,0
3654,30748,3549,0,0,1,5,0,0,6,18141,18430,NA,0,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
6655,8444,3269,1,0,0,2,1,0,7,18141,18430,NA,1,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
4383,7644,6181,0,0,1,5,0,0,7,18141,18430,NA,1,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
12300,7126,3794,0,0,0,5,0,0,6,18141,18423,NA,0,0,20000,2014-10-04,181,1,282,NA,1,178,NA,1,0,180,0
6840,7736,3269,1,0,1,5,0,0,7,18141,18430,NA,1,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
4154,6858,3381,0,0,0,5,0,0,7,18141,18430,NA,1,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
3190,7469,5621,0,0,1,5,0,0,7,18141,18430,NA,1,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
8543,8631,3269,1,0,1,5,0,0,7,18141,18430,NA,1,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
6258,39604,5656,0,0,1,5,0,0,6,18141,18430,NA,0,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
6012,39605,5656,0,0,0,5,1,0,8,18141,18424,NA,0,1,20000,2014-10-04,181,1,283,NA,1,179,NA,1,0,180,0
9695,7581,5901,0,0,0,5,0,0,7,18141,18430,NA,1,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
6086,39604,5656,0,0,1,2,1,0,6,18141,18430,NA,0,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
10387,6361,1316,0,0,1,5,1,0,7,18141,18430,NA,1,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
11143,7208,4144,0,0,0,5,0,0,8,18141,18424,NA,0,1,20000,2014-10-04,181,1,283,NA,1,179,NA,1,0,180,0
7333,8635,3675,0,0,1,3,1,0,7,18141,18430,NA,1,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
10014,7126,3794,0,0,1,5,0,0,6,18141,18423,NA,0,0,20000,2014-10-04,181,1,282,NA,1,178,NA,1,0,180,0
11895,8684,3269,1,0,0,5,0,0,8,18141,18424,NA,0,1,20000,2014-10-04,181,1,283,NA,1,179,NA,1,0,180,0
10880,7208,4144,0,0,0,5,0,0,8,18141,18424,NA,0,1,20000,2014-10-04,181,1,283,NA,1,179,NA,1,0,180,0
8042,8582,3269,1,0,1,3,1,0,8,18141,18424,NA,0,1,20000,2014-10-04,181,1,283,NA,1,179,NA,1,0,180,0
10518,6361,1316,0,0,0,5,0,0,7,18141,18430,NA,1,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
2769,7469,5621,0,0,0,5,0,0,8,18141,18422,NA,0,1,20000,2014-10-04,181,1,281,NA,1,177,NA,1,0,180,0
3978,30748,3549,0,0,1,5,0,0,7,18141,18430,NA,1,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
826,39604,5656,0,0,1,2,0,0,6,18141,18430,NA,0,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
5751,6361,1316,0,0,0,5,1,0,8,18141,18430,NA,0,1,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
3148,7469,5621,0,0,1,5,0,0,8,18141,18422,NA,0,1,20000,2014-10-04,181,1,281,NA,1,177,NA,1,0,180,0
10099,7126,3794,0,0,1,1,0,0,6,18141,18423,NA,0,0,20000,2014-10-04,181,1,282,NA,1,178,NA,1,0,180,0
3847,30748,3549,0,0,0,5,0,0,7,18141,18430,NA,1,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
7120,7973,3269,1,0,0,5,0,0,6,18141,18430,NA,0,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
958,8684,3269,1,0,0,5,0,0,7,18141,18430,NA,1,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
12357,7981,3269,1,0,0,1,1,0,7,18141,18430,NA,1,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
473,8582,3269,1,0,0,3,1,0,8,18141,18424,NA,0,1,20000,2014-10-04,181,1,283,NA,1,179,NA,1,0,180,0
4300,7644,6181,0,0,1,5,0,0,8,18141,18424,NA,0,1,20000,2014-10-04,181,1,283,NA,1,179,NA,1,0,180,0
228,30748,3549,0,0,0,5,0,0,7,18141,18430,NA,1,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
7996,7126,3794,0,0,1,5,0,0,6,18141,18423,NA,0,0,20000,2014-10-04,181,1,282,NA,1,178,NA,1,0,180,0
10831,39604,5656,0,0,1,5,0,0,8,18141,18424,NA,0,1,20000,2014-10-04,181,1,283,NA,1,179,NA,1,0,180,0
12676,8635,3675,0,0,0,5,1,0,8,18141,18423,NA,0,1,20000,2014-10-04,181,1,282,NA,1,178,NA,1,0,180,0
9091,7981,3269,1,0,0,5,0,0,8,18141,18424,NA,0,1,20000,2014-10-04,181,1,283,NA,1,179,NA,1,0,180,0
1584,6889,3332,0,0,0,5,0,0,8,18141,18430,NA,0,1,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
13160,6858,3381,0,0,1,5,0,0,8,18141,18421,NA,0,1,20000,2014-10-04,181,1,280,NA,1,176,NA,1,0,180,0
4797,30738,5901,0,0,0,5,0,0,6,18141,18430,NA,0,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
5853,39605,5656,0,0,0,5,0,0,8,18141,18424,NA,0,1,20000,2014-10-04,181,1,283,NA,1,179,NA,1,0,180,0
4009,30748,3549,0,0,1,5,0,0,7,18141,18430,NA,1,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
3950,30748,3549,0,0,1,5,0,0,7,18141,18430,NA,1,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
8831,8444,3269,1,0,1,1,1,0,7,18141,18430,NA,1,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
622,39604,5656,0,0,1,5,0,0,8,18141,18424,NA,0,1,20000,2014-10-04,181,1,283,NA,1,179,NA,1,0,180,0
11622,6232,896,0,0,1,5,0,0,6,18141,18430,NA,0,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
1164,7973,3269,1,0,1,5,0,0,8,18141,18424,NA,0,1,20000,2014-10-04,181,1,283,NA,1,179,NA,1,0,180,0
6545,8582,3269,1,0,0,3,1,0,7,18141,18430,NA,1,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
12337,6361,1316,0,0,1,5,0,0,8,18141,18430,NA,0,1,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
4255,6858,3381,0,0,0,5,1,0,8,18141,18421,NA,0,1,20000,2014-10-04,181,1,280,NA,1,176,NA,1,0,180,0
3241,7644,6181,0,0,1,5,0,0,8,18141,18424,NA,0,1,20000,2014-10-04,181,1,283,NA,1,179,NA,1,0,180,0
829,8635,3675,0,0,0,5,1,0,7,18141,18430,NA,1,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
9513,8448,3269,1,0,1,5,0,0,6,18141,18430,NA,0,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
10048,7126,3794,0,0,1,5,0,0,6,18141,18423,NA,0,0,20000,2014-10-04,181,1,282,NA,1,178,NA,1,0,180,0
5527,7873,3269,1,0,0,5,1,0,6,18141,18430,NA,0,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
3384,6938,3549,0,0,0,5,1,1,6,18141,18424,NA,0,0,20000,2014-10-04,181,1,283,NA,1,179,NA,1,0,180,0
7675,8444,3269,1,0,1,5,0,0,8,18141,18424,NA,0,1,20000,2014-10-04,181,1,283,NA,1,179,NA,1,0,180,0
6222,39604,5656,0,0,0,5,0,0,8,18141,18424,NA,0,1,20000,2014-10-04,181,1,283,NA,1,179,NA,1,0,180,0
2927,7469,5621,0,0,0,5,1,0,8,18141,18422,NA,0,1,20000,2014-10-04,181,1,281,NA,1,177,NA,1,0,180,0
10360,6361,1316,0,0,0,5,1,0,6,18141,18430,NA,0,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
2144,6938,3549,0,0,0,5,0,0,6,18141,18430,NA,0,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
5377,7581,5901,0,0,1,5,0,0,8,18141,18430,NA,0,1,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
1000,7977,3269,1,0,1,5,0,0,7,18141,18430,NA,1,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
3814,30748,3549,0,0,0,5,0,0,7,18141,18430,NA,1,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
6771,7873,3269,1,0,1,5,0,0,8,18141,18424,NA,0,1,20000,2014-10-04,181,1,283,NA,1,179,NA,1,0,180,0
5105,30738,5901,0,0,1,5,0,0,6,18141,18430,NA,0,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
2980,7469,5621,0,0,0,5,0,1,7,18141,18430,NA,1,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
4444,7644,6181,0,0,0,5,0,0,8,18141,18424,NA,0,1,20000,2014-10-04,181,1,283,NA,1,179,NA,1,0,180,0
1078,8444,3269,1,0,1,5,0,0,8,18141,18424,NA,0,1,20000,2014-10-04,181,1,283,NA,1,179,NA,1,0,180,0
8578,8684,3269,1,0,1,3,1,0,6,18141,18430,NA,0,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
8508,8684,3269,1,0,1,3,0,0,7,18141,18430,NA,1,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
1431,7208,4144,0,0,0,5,0,1,8,18141,18424,NA,0,1,20000,2014-10-04,181,1,283,NA,1,179,NA,1,0,180,0
8003,7977,3269,1,0,1,1,1,0,6,18141,18430,NA,0,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
7351,8631,3269,1,0,0,5,0,0,7,18141,18430,NA,1,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
10036,7126,3794,0,0,0,5,0,0,6,18141,18423,NA,0,0,20000,2014-10-04,181,1,282,NA,1,178,NA,1,0,180,0
8300,8582,3269,1,0,0,5,1,0,7,18141,18424,NA,1,0,20000,2014-10-04,181,1,283,NA,1,179,NA,1,0,180,0
6190,39604,5656,0,0,1,5,0,0,7,18141,18424,NA,1,0,20000,2014-10-04,181,1,283,NA,1,179,NA,1,0,180,0
5067,7208,4144,0,0,0,2,1,0,7,18141,18430,NA,1,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
9492,7973,3269,1,0,0,5,1,0,6,18141,18430,NA,0,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
11331,5995,350,0,0,1,5,0,0,7,18141,18430,NA,1,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
1042,7874,3269,1,0,1,2,1,0,7,18141,18424,NA,1,0,20000,2014-10-04,181,1,283,NA,1,179,NA,1,0,180,0
2054,7644,6181,0,0,1,5,0,0,7,18141,18430,NA,1,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
329,6858,3381,0,0,0,5,0,0,8,18141,18421,NA,0,1,20000,2014-10-04,181,1,280,NA,1,176,NA,1,0,180,0
815,8448,3269,1,0,1,1,1,0,7,18141,18430,NA,1,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
7069,7981,3269,1,0,1,5,0,0,6,18141,18430,NA,0,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
5006,30738,5901,0,0,1,2,1,1,8,18141,18429,NA,0,1,20000,2014-10-04,181,1,288,NA,1,180,NA,1,0,180,0
967,8684,3269,1,0,0,4,0,0,6,18141,18430,NA,0,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
12052,6342,1309,0,0,0,5,0,0,8,18141,18417,NA,0,1,20000,2014-10-04,181,1,276,NA,1,174,NA,1,0,180,0
2708,7469,5621,0,0,0,1,0,0,7,18141,18430,NA,1,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
1658,6938,3549,0,0,1,5,0,0,8,18141,18424,NA,0,1,20000,2014-10-04,181,1,283,NA,1,179,NA,1,0,180,0
1158,8448,3269,1,0,0,5,0,0,6,18141,18430,NA,0,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
13008,30748,3549,0,0,1,5,0,0,7,18141,18430,NA,1,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
5758,39605,5656,0,0,1,5,0,0,8,18141,18424,NA,0,1,20000,2014-10-04,181,1,283,NA,1,179,NA,1,0,180,0
4191,6858,3381,0,0,1,2,0,0,7,18141,18430,NA,1,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
11908,8631,3269,1,0,0,3,1,0,8,18141,18424,NA,0,1,20000,2014-10-04,181,1,283,NA,1,179,NA,1,0,180,0
12069,6342,1309,0,0,1,5,0,0,8,18141,18417,NA,0,1,20000,2014-10-04,181,1,276,NA,1,174,NA,1,0,180,0
1809,7873,3269,1,0,0,5,1,0,7,18141,18430,NA,1,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
6230,39604,5656,0,0,0,5,0,0,6,18141,18430,NA,0,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
1681,7981,3269,1,0,0,1,0,0,7,18141,18430,NA,1,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
2568,7581,5901,0,0,1,5,0,0,6,18141,18430,NA,0,0,20000,2014-10-04,181,1,289,NA,1,180,NA,1,0,180,0
5956,39605,5656,0,0,0,5,0,0,8,18141,18424,NA,0,1,20000,2014-10-04,181,1,283,NA,1,179,NA,1,0,180,0
